progressivo;anno;provenienza;"Comuni";"Gen Arrivi";"Feb Arrivi";"Mar Arrivi";"Apr Arrivi";"Mag Arrivi";"Giu Arrivi";"Lug Arrivi";"Ago Arrivi";"Set Arrivi";"Ott Arrivi";"Nov Arrivi";"Dic Arrivi";"Totale arrivi"
240;2025;Italiani + stranieri;26042 - Miane;68;44;68;288;383;324;352;489;362;251;123;208;2960
241;2025;Italiani + stranieri;26043 - Mogliano Veneto;4480;5280;6539;8243;10845;8943;12241;10085;10291;10473;6730;6028;100178
242;2025;Italiani + stranieri;26044 - Monastier di Treviso;831;1002;1094;2259;3356;3627;4915;3339;3474;3398;1307;1277;29879
243;2025;Italiani + stranieri;26045 - Monfumo;61;74;94;162;233;193;283;265;261;205;101;146;2078
244;2025;Italiani + stranieri;26046 - Montebelluna;969;1143;1170;1219;1872;1384;1579;863;1669;1592;972;1044;15476
245;2025;Italiani + stranieri;26049 - Motta di Livenza;91;109;117;163;179;193;209;243;192;202;168;101;1967
246;2025;Italiani + stranieri;26050 - Nervesa della Battaglia;112;51;54;129;225;280;266;242;155;222;118;185;2039
247;2025;Italiani + stranieri;26051 - Oderzo;738;848;759;884;1112;1122;861;851;960;910;750;646;10441
248;2025;Italiani + stranieri;26055 - Paese;192;418;411;424;677;543;382;360;485;430;252;243;4817
249;2025;Italiani + stranieri;26056 - Pederobba;34;33;56;130;121;118;147;194;175;100;74;113;1295
250;2025;Italiani + stranieri;26057 - Pieve di Soligo;685;615;820;899;1257;1167;855;808;1100;1300;637;811;10954
251;2025;Italiani + stranieri;26058 - Ponte di Piave;548;574;930;853;921;1134;972;740;1079;695;420;386;9252
252;2025;Italiani + stranieri;26059 - Ponzano Veneto;110;126;197;159;267;273;207;112;237;267;167;122;2244
253;2025;Italiani + stranieri;26061 - Possagno;22;12;13;59;61;43;82;98;51;51;23;49;564
254;2025;Italiani + stranieri;26062 - Povegliano;33;31;43;55;58;64;60;60;38;62;23;27;554
255;2025;Italiani + stranieri;26063 - Preganziol;2688;3084;3220;4420;4753;4288;5356;4335;4626;4387;2672;2006;45835
256;2025;Italiani + stranieri;26064 - Quinto di Treviso;1965;2045;2644;3111;3468;3194;3224;2715;3614;3435;2328;2041;33784
257;2025;Italiani + stranieri;26065 - Refrontolo;57;69;110;186;242;273;279;285;260;231;90;117;2199
258;2025;Italiani + stranieri;26066 - Resana;23;52;45;43;80;113;165;61;70;62;34;80;828
259;2025;Italiani + stranieri;26067 - Revine Lago;244;270;308;393;590;807;880;977;714;556;310;324;6373
260;2025;Italiani + stranieri;26068 - Riese Pio X;291;256;311;347;489;413;428;249;436;369;281;328;4198
261;2025;Italiani + stranieri;26069 - Roncade;511;539;680;1114;1427;1279;1430;1337;1149;1427;803;470;12166
262;2025;Italiani + stranieri;26070 - Salgareda;673;320;318;424;533;583;1149;660;618;769;387;425;6859
263;2025;Italiani + stranieri;26071 - San Biagio di Callalta;258;307;339;413;571;673;573;622;475;565;308;325;5429
264;2025;Italiani + stranieri;26072 - San Fior;116;240;262;248;277;396;271;238;359;312;166;131;3016
265;2025;Italiani + stranieri;26073 - San Pietro di Feletto;380;485;408;876;1125;1249;1294;1380;1112;920;393;515;10137
266;2025;Italiani + stranieri;26074 - San Polo di Piave;24;24;37;42;44;43;61;18;60;48;33;18;452
267;2025;Italiani + stranieri;26075 - Santa Lucia di Piave;14;13;27;45;53;64;88;68;48;56;30;46;552
268;2025;Italiani + stranieri;26076 - San Vendemiano;647;700;662;828;885;913;1002;469;974;876;710;658;9324
269;2025;Italiani + stranieri;26077 - San Zenone degli Ezzelini;126;94;130;311;371;374;433;432;300;273;162;264;3270
270;2025;Italiani + stranieri;26078 - Sarmede;24;25;7;27;31;37;59;48;32;22;16;5;333
271;2025;Italiani + stranieri;26079 - Segusino;17;25;16;52;93;99;88;99;84;53;21;79;726
272;2025;Italiani + stranieri;26080 - Sernaglia della Battaglia;24;20;63;69;102;69;62;65;81;92;41;61;749
273;2025;Italiani + stranieri;26081 - Silea;1682;1577;2112;2668;3039;2828;3531;2818;2906;2960;2034;1573;29728
274;2025;Italiani + stranieri;26082 - Spresiano;1730;1592;2000;2222;2898;2317;2853;2074;2460;2489;1795;1690;26120
275;2025;Italiani + stranieri;26083 - Susegana;887;853;1045;1114;1403;1431;1769;1668;1490;1217;870;922;14669
276;2025;Italiani + stranieri;26084 - Tarzo;150;196;299;705;1183;1620;2329;2636;1498;812;299;465;12192
277;2025;Italiani + stranieri;26085 - Trevignano;85;89;66;105;185;156;209;132;168;124;114;68;1501
278;2025;Italiani + stranieri;26086 - Treviso;11692;12953;15351;19135;22295;19417;19727;19121;19808;20384;14285;14635;208803
279;2025;Italiani + stranieri;26087 - Valdobbiadene;644;988;2055;3223;4353;4129;4297;4233;4700;3923;2080;1750;36375
280;2025;Italiani + stranieri;26089 - Vedelago;344;394;607;924;1137;1119;1170;956;1072;912;601;582;9818
281;2025;Italiani + stranieri;26090 - Vidor;46;42;77;180;208;173;215;181;234;159;64;104;1683
282;2025;Italiani + stranieri;26091 - Villorba;2322;2367;2931;3298;3896;3366;3503;2603;3922;3978;3056;2592;37834
283;2025;Italiani + stranieri;26092 - Vittorio Veneto;1229;1234;1600;1996;2538;2658;3194;3411;2745;2446;1328;1649;26028
284;2025;Italiani + stranieri;26093 - Volpago del Montello;110;165;188;270;379;404;384;327;371;300;213;285;3396
285;2025;Italiani + stranieri;26095 - Zero Branco;37;20;31;147;354;322;389;610;295;89;33;61;2388
286;2025;Italiani + stranieri;26096 - Pieve del Grappa;726;653;859;1344;1909;1679;2274;2338;1716;1397;736;845;16476
287;2025;Italiani + stranieri;27002 - Campagna Lupia;520;600;663;536;943;753;693;542;876;706;554;514;7900
288;2025;Italiani + stranieri;27004 - Camponogara;5;4;4;32;33;15;44;36;13;28;13;2;229
289;2025;Italiani + stranieri;27005 - Caorle;3123;2533;4095;31575;74558;164020;173903;195236;84048;10085;2502;10698;756376
290;2025;Italiani + stranieri;27006 - Cavarzere;255;277;321;415;383;464;523;488;514;333;311;629;4913
291;2025;Italiani + stranieri;27007 - Ceggia;93;65;109;278;255;255;313;350;218;218;83;402;2639
292;2025;Italiani + stranieri;27008 - Chioggia;2714;3316;5885;26784;45306;77853;78074;87462;45141;12350;3782;4535;393202
293;2025;Italiani + stranieri;27011 - Concordia Sagittaria;75;90;102;47;109;170;154;220;219;153;81;122;1542
294;2025;Italiani + stranieri;27012 - Dolo;853;1169;1183;1707;1782;2302;2262;2400;2904;2319;1190;1274;21345
295;2025;Italiani + stranieri;27013 - Eraclea;68;83;154;584;4570;17354;10143;21046;6157;161;104;193;60617
296;2025;Italiani + stranieri;27015 - Fossalta di Piave;93;77;90;153;175;128;206;263;181;156;114;143;1779
297;2025;Italiani + stranieri;27016 - Fossalta di Portogruaro;40;49;63;91;169;205;195;181;134;59;62;67;1315
298;2025;Italiani + stranieri;27017 - Fossò;94;103;104;84;131;132;169;85;169;143;114;111;1439
299;2025;Italiani + stranieri;27018 - Gruaro;74;88;95;169;166;198;192;296;94;102;67;89;1630
300;2025;Italiani + stranieri;27019 - Jesolo;4478;14898;31016;88436;152624;246766;249825;277626;156992;51271;10079;19652;1303663
301;2025;Italiani + stranieri;27020 - Marcon;2511;3008;3445;4304;5332;4915;4703;4421;4585;4700;2550;2303;46777
302;2025;Italiani + stranieri;27021 - Martellago;90;95;95;179;163;128;170;156;157;160;87;76;1556
303;2025;Italiani + stranieri;27022 - Meolo;291;312;434;610;1139;869;1129;900;989;843;396;268;8180
304;2025;Italiani + stranieri;27023 - Mira;3936;4373;5033;7570;8079;7092;8085;7148;7438;8299;4046;3934;75033
305;2025;Italiani + stranieri;27024 - Mirano;3111;3617;4315;5154;5818;6415;6732;5027;6088;5718;3830;5020;60845
306;2025;Italiani + stranieri;27025 - Musile di Piave;176;193;164;209;248;249;320;403;234;195;181;198;2770
307;2025;Italiani + stranieri;27026 - Noale;841;1068;1793;1962;1914;2247;2249;1250;1334;1307;682;1033;17680
308;2025;Italiani + stranieri;27027 - Noventa di Piave;9577;7934;7446;10159;11171;10513;12695;11658;10463;10075;7249;6399;115339
309;2025;Italiani + stranieri;27028 - Pianiga;341;842;1855;2113;2551;2167;2617;2434;2508;2328;1067;639;21462
310;2025;Italiani + stranieri;27029 - Portogruaro;1017;1143;1211;1581;2202;2465;2542;2696;2313;1544;1235;1171;21120
311;2025;Italiani + stranieri;27031 - Quarto d'Altino;4299;4604;5443;7985;9667;9348;10515;9856;9296;8664;4818;4630;89125
312;2025;Italiani + stranieri;27032 - Salzano;197;267;327;407;403;394;467;446;360;296;239;232;4035
313;2025;Italiani + stranieri;27033 - San Donà di Piave;3262;3311;3419;3727;4369;4700;5280;5131;4290;3978;3204;3410;48081
314;2025;Italiani + stranieri;27034 - San Michele al Tagliamento;773;863;1554;26857;95441;195152;211007;246036;87464;9251;998;1593;876989
315;2025;Italiani + stranieri;27035 - Santa Maria di Sala;149;150;155;180;329;298;214;163;266;316;159;264;2643
316;2025;Italiani + stranieri;27036 - San Stino di Livenza;405;448;528;582;711;870;1033;1014;674;355;252;263;7135
317;2025;Italiani + stranieri;27037 - Scorzé;364;447;499;498;731;575;586;517;661;678;507;351;6414
318;2025;Italiani + stranieri;27038 - Spinea;268;435;372;899;853;909;821;1087;756;905;309;248;7862
319;2025;Italiani + stranieri;27039 - Stra;1115;2268;3873;4493;5031;5279;4856;3683;5296;4676;2961;1385;44916
320;2025;Italiani + stranieri;27041 - Torre di Mosto;26;28;14;65;121;323;553;535;138;87;25;77;1992
321;2025;Italiani + stranieri;27042 - Venezia;265019;327233;405010;543267;577499;597031;647341;618991;577064;587502;353280;359428;5858665
322;2025;Italiani + stranieri;27043 - Vigonovo;149;147;163;186;253;224;232;199;198;180;134;116;2181
323;2025;Italiani + stranieri;27044 - Cavallino;1022;2090;3109;53551;97193;185868;194054;214629;106021;19107;1399;1601;879644
324;2025;Italiani + stranieri;28001 - Abano Terme;40532;39089;51491;49407;48538;39802;33343;44165;45048;53246;58793;48896;552350
325;2025;Italiani + stranieri;28003 - Albignasego;790;813;1119;1501;1837;1561;1699;1618;1832;1376;945;865;15956
326;2025;Italiani + stranieri;28005 - Arquà Petrarca;158;221;367;587;656;538;534;575;538;486;235;238;5133
327;2025;Italiani + stranieri;28009 - Baone;55;23;78;352;515;618;697;603;548;330;149;160;4128
328;2025;Italiani + stranieri;28011 - Battaglia Terme;46;5;21;111;100;100;64;92;177;80;19;27;842
329;2025;Italiani + stranieri;28012 - Boara Pisani;400;504;487;454;486;462;503;235;421;271;346;202;4771
330;2025;Italiani + stranieri;28013 - Borgoricco;122;93;86;120;127;156;175;138;157;146;106;137;1563
331;2025;Italiani + stranieri;28014 - Bovolenta;44;48;60;77;61;67;139;82;54;35;29;43;739
332;2025;Italiani + stranieri;28015 - Brugine;13;4;14;22;25;15;39;26;12;18;6;14;208
333;2025;Italiani + stranieri;28016 - Cadoneghe;59;38;81;120;111;120;114;60;92;24;24;42;885
334;2025;Italiani + stranieri;28017 - Campodarsego;634;685;616;712;940;765;844;181;1103;819;616;418;8333
335;2025;Italiani + stranieri;28018 - Campodoro;7;3;2;2;3;5;3;4;4;4;2;2;41
336;2025;Italiani + stranieri;28019 - Camposampiero;1994;2076;2742;3091;3542;3793;3367;2640;3305;3235;2202;1734;33721
337;2025;Italiani + stranieri;28020 - Campo San Martino;62;58;59;105;123;147;153;66;92;70;44;48;1027
338;2025;Italiani + stranieri;28023 - Carmignano di Brenta;125;132;136;112;224;269;234;136;214;284;250;191;2307
339;2025;Italiani + stranieri;28028 - Casalserugo;37;63;62;108;118;104;147;102;105;98;26;60;1030
340;2025;Italiani + stranieri;28030 - Cervarese Santa Croce;18;21;23;100;103;113;263;233;149;57;50;42;1172
341;2025;Italiani + stranieri;28031 - Cinto Euganeo;29;66;132;244;179;135;188;186;152;183;110;121;1725
342;2025;Italiani + stranieri;28032 - Cittadella;1278;1550;1772;2053;2810;2386;2350;781;2550;2233;1826;1697;23286
343;2025;Italiani + stranieri;28033 - Codevigo;107;83;133;219;291;311;384;399;261;184;142;146;2660
344;2025;Italiani + stranieri;28034 - Conselve;93;43;73;651;1061;1055;959;572;562;1103;401;141;6714
345;2025;Italiani + stranieri;28035 - Correzzola;76;63;159;309;283;396;354;419;294;221;93;153;2820
346;2025;Italiani + stranieri;28036 - Curtarolo;70;54;78;86;55;128;191;20;106;113;59;65;1025
347;2025;Italiani + stranieri;28037 - Este;432;573;638;1069;1070;990;1352;561;906;998;687;426;9702
348;2025;Italiani + stranieri;28038 - Fontaniva;80;78;78;89;93;83;108;43;133;116;77;94;1072
349;2025;Italiani + stranieri;28039 - Galliera Veneta;17;18;26;24;42;21;59;51;28;54;23;50;413
350;2025;Italiani + stranieri;28040 - Galzignano Terme;5748;4883;5590;3862;4443;4417;5097;4595;4866;4544;5209;5746;59000
351;2025;Italiani + stranieri;28041 - Gazzo;246;474;478;610;821;670;707;461;705;591;84;101;5948
352;2025;Italiani + stranieri;28044 - Legnaro;212;218;189;303;486;428;404;277;395;409;204;256;3781
353;2025;Italiani + stranieri;28045 - Limena;434;410;409;569;678;614;519;253;665;592;397;381;5921
354;2025;Italiani + stranieri;28047 - Lozzo Atestino;18;2;3;9;31;24;15;8;24;12;13;15;174
355;2025;Italiani + stranieri;28048 - Maserà di Padova;141;195;140;181;331;330;307;205;309;308;175;175;2797
356;2025;Italiani + stranieri;28053 - Merlara;14;16;13;21;27;13;15;8;13;7;13;16;176
357;2025;Italiani + stranieri;28054 - Mestrino;229;188;308;317;352;435;410;314;269;310;220;234;3586
358;2025;Italiani + stranieri;28055 - Monselice;1461;1966;1980;2643;3235;2702;3410;2784;2727;2751;1843;1459;28961
359;2025;Italiani + stranieri;28056 - Montagnana;255;343;481;629;875;633;599;450;809;630;401;431;6536
360;2025;Italiani + stranieri;28057 - Montegrotto Terme;19458;18741;24275;20636;19312;15438;10938;15801;18893;22782;24152;17838;228264
361;2025;Italiani + stranieri;28058 - Noventa Padovana;98;98;617;858;1527;1254;1565;928;1544;1444;317;211;10461
362;2025;Italiani + stranieri;28060 - Padova;48844;53628;64238;75847;82789;75229;78398;67792;75563;79191;60509;57189;819217
363;2025;Italiani + stranieri;28061 - Pernumia;13;10;13;14;30;18;9;57;21;23;18;17;243
364;2025;Italiani + stranieri;28063 - Piazzola sul Brenta;59;49;49;99;101;149;183;102;119;85;74;73;1142
365;2025;Italiani + stranieri;28064 - Piombino Dese;61;103;84;101;169;184;263;253;225;182;122;72;1819
366;2025;Italiani + stranieri;28065 - Piove di Sacco;738;920;1349;1582;2282;1617;1855;1110;1699;1300;883;752;16087
367;2025;Italiani + stranieri;28068 - Pontelongo;49;64;85;147;137;175;137;156;125;102;69;76;1322
368;2025;Italiani + stranieri;28069 - Ponte San Nicolò;917;981;1073;1398;1755;1542;1434;1636;1687;1840;1178;1374;16815
369;2025;Italiani + stranieri;28071 - Rovolon;34;45;35;157;224;246;372;293;241;122;62;46;1877
370;2025;Italiani + stranieri;28072 - Rubano;532;466;490;917;1034;966;900;309;773;473;344;299;7503
371;2025;Italiani + stranieri;28076 - San Giorgio in Bosco;293;269;738;689;773;814;538;1001;926;631;411;347;7430
372;2025;Italiani + stranieri;28077 - San Martino di Lupari;206;192;155;174;144;119;200;124;186;239;155;204;2098
373;2025;Italiani + stranieri;28079 - San Pietro Viminario;15;9;8;15;39;51;55;36;9;7;6;10;260
374;2025;Italiani + stranieri;28082 - Santangelo di Piove di Sacco;5;14;13;34;19;64;60;15;40;25;11;13;313
375;2025;Italiani + stranieri;28083 - Sant'Elena;0;0;1;0;0;1;1;0;3;1;0;4;11
376;2025;Italiani + stranieri;28084 - Sant'Urbano;0;0;0;15;0;0;7;0;0;0;0;12;34
377;2025;Italiani + stranieri;28085 - Saonara;59;47;56;91;181;146;160;53;191;235;127;132;1478
378;2025;Italiani + stranieri;28086 - Selvazzano Dentro;757;1060;688;1470;1442;1420;1597;669;2029;1793;1108;931;14964
379;2025;Italiani + stranieri;28087 - Solesino;59;66;54;105;99;53;91;61;87;58;55;48;836
380;2025;Italiani + stranieri;28089 - Teolo;226;681;2079;2018;2073;2065;1814;2053;2068;2214;2213;656;20160
381;2025;Italiani + stranieri;28092 - Torreglia;20;47;75;107;128;117;130;108;102;118;80;80;1112
382;2025;Italiani + stranieri;28093 - Trebaseleghe;115;117;179;211;254;216;282;132;274;286;196;205;2467
383;2025;Italiani + stranieri;28096 - Veggiano;21;4;11;17;23;30;20;22;18;5;3;2;176
384;2025;Italiani + stranieri;28097 - Vescovana;56;67;63;110;83;71;54;64;70;78;43;54;813
385;2025;Italiani + stranieri;28099 - Vigodarzere;64;83;73;119;126;126;165;38;129;121;77;82;1203
386;2025;Italiani + stranieri;28101 - Villa del Conte;317;279;275;286;300;311;307;248;374;331;295;259;3582
387;2025;Italiani + stranieri;28103 - Villafranca Padovana;164;210;186;141;126;171;49;89;169;160;203;110;1778
388;2025;Italiani + stranieri;28105 - Vò euganeo;86;77;173;173;162;135;224;225;177;127;85;100;1744
389;2025;Italiani + stranieri;28106 - Due Carrare;99;101;141;287;216;265;251;172;189;163;81;134;2099
390;2025;Italiani + stranieri;29001 - Adria;436;511;672;754;947;789;845;695;790;763;567;532;8301
391;2025;Italiani + stranieri;29002 - Ariano nel Polesine;24;109;79;232;313;196;186;291;145;97;65;62;1799
392;2025;Italiani + stranieri;29004 - Badia Polesine;115;141;141;228;228;232;164;216;199;160;191;85;2100
393;2025;Italiani + stranieri;29005 - Bagnolo di Po;0;0;17;27;39;37;72;71;58;32;29;6;388
394;2025;Italiani + stranieri;29006 - Bergantino;38;70;78;68;65;64;80;25;53;44;105;37;727
395;2025;Italiani + stranieri;29019 - Crespino;8;11;28;23;29;56;15;20;70;56;14;12;342
396;2025;Italiani + stranieri;29024 - Fratta Polesine;242;255;349;410;461;450;304;223;390;410;320;319;4133
397;2025;Italiani + stranieri;29029 - Lendinara;34;47;85;56;107;76;57;49;66;62;72;58;769
398;2025;Italiani + stranieri;29030 - Loreo;26;22;54;58;82;72;51;82;100;71;22;49;689
399;2025;Italiani + stranieri;29033 - Occhiobello;2284;2408;2990;3284;3808;3542;3743;2976;3132;3715;2296;1955;36133
400;2025;Italiani + stranieri;29036 - Pincara;2;13;18;9;21;35;37;4;20;19;7;10;195
401;2025;Italiani + stranieri;29037 - Polesella;809;772;881;868;1035;885;877;869;1006;869;794;674;10339
402;2025;Italiani + stranieri;29039 - Porto Tolle;396;426;605;1696;5351;10395;9758;11117;4640;1269;580;661;46894
403;2025;Italiani + stranieri;29040 - Rosolina;139;307;375;3729;10061;33992;34782;43791;9506;887;97;302;137968
404;2025;Italiani + stranieri;29041 - Rovigo;2042;2668;3021;3869;3962;3479;3069;2060;3339;3487;2454;2217;35667
405;2025;Italiani + stranieri;29046 - Taglio di Po;228;270;308;663;616;791;758;870;537;476;318;227;6062
406;2025;Italiani + stranieri;29048 - Villadose;74;113;77;162;122;128;165;125;115;40;66;26;1213
407;2025;Italiani + stranieri;29052 - Porto Viro;251;271;375;700;698;789;876;882;597;488;363;369;6659

